"Id","Id2","Geography","Percent Under 5","Percent Over 65","Hispanic","Below Poverty"
"1500000US510030101001","5.1003E+11","Block Group 1, Census Tract 101, Albemarle County, Virginia","3.223033949","25.26858616","1.547056296","6.279620853"
"1500000US510030101002","5.1003E+11","Block Group 2, Census Tract 101, Albemarle County, Virginia","2.657807309","16.41196013","0.332225914","13.02816901"
"1500000US510030101003","5.1003E+11","Block Group 3, Census Tract 101, Albemarle County, Virginia","5.393000574","16.63798049","0.975329891","2.455661664"
"1500000US510030102011","5.1003E+11","Block Group 1, Census Tract 102.01, Albemarle County, Virginia","4.074315515","14.70013038","13.68970013","4.079696395"
"1500000US510030102012","5.1003E+11","Block Group 2, Census Tract 102.01, Albemarle County, Virginia","4.680851064","19.02735562","2.978723404","5.572289157"
"1500000US510030102021","5.1003E+11","Block Group 1, Census Tract 102.02, Albemarle County, Virginia","7.514088917","16.46837821","1.878522229","2.044293015"
"1500000US510030102022","5.1003E+11","Block Group 2, Census Tract 102.02, Albemarle County, Virginia","6.045949214","25.21160822","8.706166868","11.11111111"
"1500000US510030103001","5.1003E+11","Block Group 1, Census Tract 103, Albemarle County, Virginia","3.96893874","11.47540984","2.761000863","0"
"1500000US510030103002","5.1003E+11","Block Group 2, Census Tract 103, Albemarle County, Virginia","8.493427705","24.06471183","14.25682508","9.85915493"
"1500000US510030103003","5.1003E+11","Block Group 3, Census Tract 103, Albemarle County, Virginia","14.95624503","4.136833731","0.875099443","4.732510288"
"1500000US510030103004","5.1003E+11","Block Group 4, Census Tract 103, Albemarle County, Virginia","7.757757758","11.11111111","10.06006006","1.892744479"
"1500000US510030103005","5.1003E+11","Block Group 5, Census Tract 103, Albemarle County, Virginia","11.64139161","11.59678858","0","8.870967742"
"1500000US510030104011","5.1003E+11","Block Group 1, Census Tract 104.01, Albemarle County, Virginia","6.911551474","13.96810053","0","3.241296519"
"1500000US510030104012","5.1003E+11","Block Group 2, Census Tract 104.01, Albemarle County, Virginia","8.602150538","26.25448029","0","1.754385965"
"1500000US510030104013","5.1003E+11","Block Group 3, Census Tract 104.01, Albemarle County, Virginia","4.979253112","31.86721992","0.165975104","9.671532847"
"1500000US510030104021","5.1003E+11","Block Group 1, Census Tract 104.02, Albemarle County, Virginia","7.169811321","17.98742138","4.905660377","10.91445428"
"1500000US510030104022","5.1003E+11","Block Group 2, Census Tract 104.02, Albemarle County, Virginia","2.231947484","32.25382932","3.150984683","6.827731092"
"1500000US510030105001","5.1003E+11","Block Group 1, Census Tract 105, Albemarle County, Virginia","3.203661327","17.6201373","3.775743707","7.865168539"
"1500000US510030105002","5.1003E+11","Block Group 2, Census Tract 105, Albemarle County, Virginia","6.944444444","31.67211329","0","1.037613489"
"1500000US510030105003","5.1003E+11","Block Group 3, Census Tract 105, Albemarle County, Virginia","8.729139923","24.00513479","0","4.063205418"
"1500000US510030106011","5.1003E+11","Block Group 1, Census Tract 106.01, Albemarle County, Virginia","0","26.30834512","0","0"
"1500000US510030106012","5.1003E+11","Block Group 2, Census Tract 106.01, Albemarle County, Virginia","7.309845242","14.45505433","3.457359236","24.9070632"
"1500000US510030106013","5.1003E+11","Block Group 3, Census Tract 106.01, Albemarle County, Virginia","2.469670711","26.12651646","3.206239168","10.38525963"
"1500000US510030106021","5.1003E+11","Block Group 1, Census Tract 106.02, Albemarle County, Virginia","6.675567423","16.77792612","1.379617267","2.697095436"
"1500000US510030106022","5.1003E+11","Block Group 2, Census Tract 106.02, Albemarle County, Virginia","6.609642302","18.97356143","2.799377916","14.64285714"
"1500000US510030107001","5.1003E+11","Block Group 1, Census Tract 107, Albemarle County, Virginia","2.845528455","31.09756098","6.199186992","10.91811414"
"1500000US510030107002","5.1003E+11","Block Group 2, Census Tract 107, Albemarle County, Virginia","4.349927501","6.669888835","24.26292895","1.284796574"
"1500000US510030107003","5.1003E+11","Block Group 3, Census Tract 107, Albemarle County, Virginia","5.357142857","9.239130435","1.513975155","22.26117441"
"1500000US510030108001","5.1003E+11","Block Group 1, Census Tract 108, Albemarle County, Virginia","2.604920405","32.85094067","0","10.80246914"
"1500000US510030108002","5.1003E+11","Block Group 2, Census Tract 108, Albemarle County, Virginia","6.347150259","8.031088083","2.07253886","21.01265823"
"1500000US510030108003","5.1003E+11","Block Group 3, Census Tract 108, Albemarle County, Virginia","7.655826558","10.97560976","9.891598916","7.632398754"
"1500000US510030108004","5.1003E+11","Block Group 4, Census Tract 108, Albemarle County, Virginia","21.17376295","13.92405063","6.789413119","13.27433628"
"1500000US510030108005","5.1003E+11","Block Group 5, Census Tract 108, Albemarle County, Virginia","3.748488513","61.18500605","0","10.46511628"
"1500000US510030109011","5.1003E+11","Block Group 1, Census Tract 109.01, Albemarle County, Virginia","3.10880829","19.37823834","10.05181347","31.91919192"
"1500000US510030109012","5.1003E+11","Block Group 2, Census Tract 109.01, Albemarle County, Virginia","3.536585366","0.487804878","4.146341463","36.23188406"
"1500000US510030109021","5.1003E+11","Block Group 1, Census Tract 109.02, Albemarle County, Virginia","4.245283019","1.367924528","11.27358491","22.46963563"
"1500000US510030109022","5.1003E+11","Block Group 2, Census Tract 109.02, Albemarle County, Virginia","0","0","7.583333333","#DIV/0!"
"1500000US510030109031","5.1003E+11","Block Group 1, Census Tract 109.03, Albemarle County, Virginia","0","0","3.74800638","#DIV/0!"
"1500000US510030109032","5.1003E+11","Block Group 2, Census Tract 109.03, Albemarle County, Virginia","0","0","6.867127184","100"
"1500000US510030110001","5.1003E+11","Block Group 1, Census Tract 110, Albemarle County, Virginia","0","35.81730769","2.884615385","10.24096386"
"1500000US510030110002","5.1003E+11","Block Group 2, Census Tract 110, Albemarle County, Virginia","0.923361034","46.99907664","1.200369344","0"
"1500000US510030110003","5.1003E+11","Block Group 3, Census Tract 110, Albemarle County, Virginia","7.016393443","17.44262295","0.721311475","3.275862069"
"1500000US510030110004","5.1003E+11","Block Group 4, Census Tract 110, Albemarle County, Virginia","0.460223537","16.50230112","0","0.523560209"
"1500000US510030110005","5.1003E+11","Block Group 5, Census Tract 110, Albemarle County, Virginia","6.039076377","21.58081705","1.776198934","14.80519481"
"1500000US510030111001","5.1003E+11","Block Group 1, Census Tract 111, Albemarle County, Virginia","2.04734485","19.7696737","0.063979527","8.832807571"
"1500000US510030111002","5.1003E+11","Block Group 2, Census Tract 111, Albemarle County, Virginia","4.511278195","9.77443609","0","8.805668016"
"1500000US510030111003","5.1003E+11","Block Group 3, Census Tract 111, Albemarle County, Virginia","5.598958333","34.11458333","1.5625","0"
"1500000US510030111004","5.1003E+11","Block Group 4, Census Tract 111, Albemarle County, Virginia","9.479015919","10.74529667","3.039073806","7.789678676"
"1500000US510030111005","5.1003E+11","Block Group 5, Census Tract 111, Albemarle County, Virginia","0","6.010016694","0","0"
"1500000US510030112011","5.1003E+11","Block Group 1, Census Tract 112.01, Albemarle County, Virginia","5.180921053","13.32236842","9.786184211","21.32075472"
"1500000US510030112012","5.1003E+11","Block Group 2, Census Tract 112.01, Albemarle County, Virginia","4.449648712","20.92115535","1.795472287","8.333333333"
"1500000US510030112013","5.1003E+11","Block Group 3, Census Tract 112.01, Albemarle County, Virginia","7.170650361","18.62145636","4.613674263","11.2164297"
"1500000US510030112021","5.1003E+11","Block Group 1, Census Tract 112.02, Albemarle County, Virginia","4.561003421","15.96351197","5.58722919","4.259634888"
"1500000US510030112022","5.1003E+11","Block Group 2, Census Tract 112.02, Albemarle County, Virginia","3.703703704","25.58922559","1.234567901","14.3258427"
"1500000US510030113011","5.1003E+11","Block Group 1, Census Tract 113.01, Albemarle County, Virginia","8.371665133","14.25942962","0.919963201","0"
"1500000US510030113012","5.1003E+11","Block Group 2, Census Tract 113.01, Albemarle County, Virginia","2.037201063","15.67759079","10.80602303","5.676855895"
"1500000US510030113013","5.1003E+11","Block Group 3, Census Tract 113.01, Albemarle County, Virginia","4.490227153","17.5911252","2.64131009","8.322147651"
"1500000US510030113014","5.1003E+11","Block Group 4, Census Tract 113.01, Albemarle County, Virginia","1.787994891","22.03065134","0","16.99819168"
"1500000US510030113021","5.1003E+11","Block Group 1, Census Tract 113.02, Albemarle County, Virginia","3.439490446","4.033970276","3.057324841","22.59036145"
"1500000US510030113022","5.1003E+11","Block Group 2, Census Tract 113.02, Albemarle County, Virginia","10.58884298","3.719008264","81.14669421","42.01030928"
"1500000US510030113031","5.1003E+11","Block Group 1, Census Tract 113.03, Albemarle County, Virginia","8.690568979","8.612626656","8.534684334","6.883116883"
"1500000US510030113032","5.1003E+11","Block Group 2, Census Tract 113.03, Albemarle County, Virginia","6.994619523","8.762490392","0.230591852","17.00581395"
"1500000US510030114001","5.1003E+11","Block Group 1, Census Tract 114, Albemarle County, Virginia","9.945750452","15.82278481","6.329113924","13.96895787"
"1500000US510030114002","5.1003E+11","Block Group 2, Census Tract 114, Albemarle County, Virginia","1.838755304","18.67043847","0","13.02931596"
"1500000US510030114003","5.1003E+11","Block Group 3, Census Tract 114, Albemarle County, Virginia","7.386934673","15.6281407","7.587939698","15.14726508"
"1500000US510030114004","5.1003E+11","Block Group 4, Census Tract 114, Albemarle County, Virginia","5.571030641","15.73816156","0.835654596","7.849829352"
"1500000US515400002011","5.154E+11","Block Group 1, Census Tract 2.01, Charlottesville city, Virginia","5.910390848","14.87130601","3.050524309","13.88235294"
"1500000US515400002012","5.154E+11","Block Group 2, Census Tract 2.01, Charlottesville city, Virginia","2.108036891","0.527009223","0.658761528","36.2804878"
"1500000US515400002013","5.154E+11","Block Group 3, Census Tract 2.01, Charlottesville city, Virginia","0","0.966608084","6.942003515","31.15124153"
"1500000US515400002021","5.154E+11","Block Group 1, Census Tract 2.02, Charlottesville city, Virginia","11.21311475","6.68852459","2.163934426","39.0328152"
"1500000US515400002022","5.154E+11","Block Group 2, Census Tract 2.02, Charlottesville city, Virginia","0","0.783435926","2.79798545","70.63339731"
"1500000US515400002023","5.154E+11","Block Group 3, Census Tract 2.02, Charlottesville city, Virginia","0","1.164929491","5.518087063","77.60736196"
"1500000US515400003021","5.154E+11","Block Group 1, Census Tract 3.02, Charlottesville city, Virginia","5.618686869","13.4469697","1.641414141","9.699453552"
"1500000US515400003022","5.154E+11","Block Group 2, Census Tract 3.02, Charlottesville city, Virginia","7.333333333","9.238095238","0.952380952","6.221198157"
"1500000US515400004011","5.154E+11","Block Group 1, Census Tract 4.01, Charlottesville city, Virginia","8.582721626","9.542631282","3.331451158","30.24771838"
"1500000US515400004012","5.154E+11","Block Group 2, Census Tract 4.01, Charlottesville city, Virginia","7.063711911","5.12465374","14.54293629","27.28531856"
"1500000US515400004021","5.154E+11","Block Group 1, Census Tract 4.02, Charlottesville city, Virginia","3.673938002","4.247990815","1.951779564","7.748184019"
"1500000US515400004022","5.154E+11","Block Group 2, Census Tract 4.02, Charlottesville city, Virginia","1.796945193","6.109613657","0","17.69383698"
"1500000US515400004023","5.154E+11","Block Group 3, Census Tract 4.02, Charlottesville city, Virginia","5.676243868","12.26348984","0.981079187","25.54054054"
"1500000US515400004024","5.154E+11","Block Group 4, Census Tract 4.02, Charlottesville city, Virginia","4.263959391","22.94416244","3.248730964","10.76923077"
"1500000US515400005011","5.154E+11","Block Group 1, Census Tract 5.01, Charlottesville city, Virginia","12.24615385","7.138461538","2.215384615","32.26299694"
"1500000US515400005012","5.154E+11","Block Group 2, Census Tract 5.01, Charlottesville city, Virginia","7.01986755","7.814569536","3.57615894","10.03134796"
"1500000US515400005013","5.154E+11","Block Group 3, Census Tract 5.01, Charlottesville city, Virginia","5.912040375","15.64527758","3.100216294","24.36647173"
"1500000US515400005021","5.154E+11","Block Group 1, Census Tract 5.02, Charlottesville city, Virginia","8.853006682","13.69710468","0","0"
"1500000US515400005022","5.154E+11","Block Group 2, Census Tract 5.02, Charlottesville city, Virginia","6.549815498","7.656826568","0.922509225","18.18181818"
"1500000US515400005023","5.154E+11","Block Group 3, Census Tract 5.02, Charlottesville city, Virginia","13.94779772","7.259380098","6.03588907","8.510638298"
"1500000US515400005024","5.154E+11","Block Group 4, Census Tract 5.02, Charlottesville city, Virginia","6.726457399","6.726457399","3.587443946","0"
"1500000US515400005025","5.154E+11","Block Group 5, Census Tract 5.02, Charlottesville city, Virginia","0","23.16715543","4.985337243","0"
"1500000US515400006001","5.154E+11","Block Group 1, Census Tract 6, Charlottesville city, Virginia","0.751252087","2.212020033","6.176961603","63.8121547"
"1500000US515400006002","5.154E+11","Block Group 2, Census Tract 6, Charlottesville city, Virginia","2.962962963","1.952861953","4.646464646","24.27616927"
"1500000US515400007001","5.154E+11","Block Group 1, Census Tract 7, Charlottesville city, Virginia","5.575868373","12.70566728","2.650822669","10.11450382"
"1500000US515400007002","5.154E+11","Block Group 2, Census Tract 7, Charlottesville city, Virginia","1.407588739","10.70991432","1.774785802","24.02597403"
"1500000US515400007003","5.154E+11","Block Group 3, Census Tract 7, Charlottesville city, Virginia","6.586826347","0","1.317365269","52.94117647"
"1500000US515400007004","5.154E+11","Block Group 4, Census Tract 7, Charlottesville city, Virginia","0","7.637231504","6.682577566","24.03100775"
"1500000US515400008001","5.154E+11","Block Group 1, Census Tract 8, Charlottesville city, Virginia","2.064220183","29.24311927","6.422018349","2.808988764"
"1500000US515400008002","5.154E+11","Block Group 2, Census Tract 8, Charlottesville city, Virginia","13.82765531","27.45490982","7.214428858","0"
"1500000US515400008003","5.154E+11","Block Group 3, Census Tract 8, Charlottesville city, Virginia","6.61971831","21.97183099","9.718309859","0"
"1500000US515400008004","5.154E+11","Block Group 4, Census Tract 8, Charlottesville city, Virginia","7.028599127","9.646146389","35.48230732","30.64770932"
"1500000US515400009001","5.154E+11","Block Group 1, Census Tract 9, Charlottesville city, Virginia","7.6","11.68","0","4.967948718"
"1500000US515400009002","5.154E+11","Block Group 2, Census Tract 9, Charlottesville city, Virginia","9.350935094","12.21122112","0","4.282115869"
"1500000US515400010001","5.154E+11","Block Group 1, Census Tract 10, Charlottesville city, Virginia","6.586270872","26.25231911","5.102040816","28.08798646"
"1500000US515400010002","5.154E+11","Block Group 2, Census Tract 10, Charlottesville city, Virginia","1.244813278","11.2033195","0","2.651515152"
"1500000US515400010003","5.154E+11","Block Group 3, Census Tract 10, Charlottesville city, Virginia","7.935153584","8.19112628","1.023890785","4.373757455"
